response_id,condition,network,full_rs_info,measure_type,retrieval_practice,rs_level,rs_level_num,belief_change,belief_increase,retrieval_practice_positive,missing_data
R_1OJI6mrNoHobBc7,1,1,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_1OJI6mrNoHobBc7,1,1,rs_rpneg_pos2,rs,rpneg,pos2,2,0.617771905506702,1,0,0
R_1OJI6mrNoHobBc7,1,1,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_1OJI6mrNoHobBc7,1,1,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_21nwjwd3KmsSckN,1,1,rs_all_neg4,rs,all,neg4,-4,-0.411497124576422,0,,0
R_21nwjwd3KmsSckN,1,1,rs_all_neg3,rs,all,neg3,-3,,,,1
R_21nwjwd3KmsSckN,1,1,rs_all_neg2,rs,all,neg2,-2,-0.0723664697402823,0,,0
R_21nwjwd3KmsSckN,1,1,rs_all_neg1,rs,all,neg1,-1,,,,1
R_21nwjwd3KmsSckN,1,1,rs_all_zero,rs,all,zero,0,-1.3638583153028,0,,0
R_21nwjwd3KmsSckN,1,1,rs_all_pos1,rs,all,pos1,1,,,,1
R_21nwjwd3KmsSckN,1,1,rs_all_pos2,rs,all,pos2,2,0.977903810021293,1,,0
R_21nwjwd3KmsSckN,1,1,rs_all_pos3,rs,all,pos3,3,,,,1
R_21nwjwd3KmsSckN,1,1,rs_all_pos4,rs,all,pos4,4,0.51894518931452,1,,0
R_21nwjwd3KmsSckN,1,1,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rppos_neg2,rs,rppos,neg2,-2,0.51894518931452,1,1,0
R_21nwjwd3KmsSckN,1,1,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rppos_pos1,rs,rppos,pos1,1,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rppos_pos2,rs,rppos,pos2,2,0.977903810021293,1,1,0
R_21nwjwd3KmsSckN,1,1,rs_rppos_pos3,rs,rppos,pos3,3,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_21nwjwd3KmsSckN,1,1,rs_rpneg_neg4,rs,rpneg,neg4,-4,-0.411497124576422,0,0,0
R_21nwjwd3KmsSckN,1,1,rs_rpneg_neg3,rs,rpneg,neg3,-3,,,0,1
R_21nwjwd3KmsSckN,1,1,rs_rpneg_neg2,rs,rpneg,neg2,-2,-0.269470356091883,0,0,0
R_21nwjwd3KmsSckN,1,1,rs_rpneg_neg1,rs,rpneg,neg1,-1,,,0,1
R_21nwjwd3KmsSckN,1,1,rs_rpneg_zero,rs,rpneg,zero,0,-1.3638583153028,0,0,0
R_21nwjwd3KmsSckN,1,1,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_21nwjwd3KmsSckN,1,1,rs_rpneg_pos2,rs,rpneg,pos2,2,,,0,1
R_21nwjwd3KmsSckN,1,1,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_21nwjwd3KmsSckN,1,1,rs_rpneg_pos4,rs,rpneg,pos4,4,0.51894518931452,1,0,0
R_R82DcSIPxLNktiN,1,1,rs_all_neg4,rs,all,neg4,-4,-0.34552700174729,0,,0
R_R82DcSIPxLNktiN,1,1,rs_all_neg3,rs,all,neg3,-3,,,,1
R_R82DcSIPxLNktiN,1,1,rs_all_neg2,rs,all,neg2,-2,-0.347159608190659,0,,0
R_R82DcSIPxLNktiN,1,1,rs_all_neg1,rs,all,neg1,-1,,,,1
R_R82DcSIPxLNktiN,1,1,rs_all_zero,rs,all,zero,0,0.773711053063783,1,,0
R_R82DcSIPxLNktiN,1,1,rs_all_pos1,rs,all,pos1,1,,,,1
R_R82DcSIPxLNktiN,1,1,rs_all_pos2,rs,all,pos2,2,0.809452526546959,1,,0
R_R82DcSIPxLNktiN,1,1,rs_all_pos3,rs,all,pos3,3,,,,1
R_R82DcSIPxLNktiN,1,1,rs_all_pos4,rs,all,pos4,4,0.068162331291193,1,,0
R_R82DcSIPxLNktiN,1,1,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_R82DcSIPxLNktiN,1,1,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_R82DcSIPxLNktiN,1,1,rs_rppos_neg2,rs,rppos,neg2,-2,-0.347159608190659,0,1,0
R_R82DcSIPxLNktiN,1,1,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_R82DcSIPxLNktiN,1,1,rs_rppos_zero,rs,rppos,zero,0,1.36988785717418,1,1,0
R_R82DcSIPxLNktiN,1,1,rs_rppos_pos1,rs,rppos,pos1,1,,,1,1
R_R82DcSIPxLNktiN,1,1,rs_rppos_pos2,rs,rppos,pos2,2,,,1,1
R_R82DcSIPxLNktiN,1,1,rs_rppos_pos3,rs,rppos,pos3,3,,,1,1
R_R82DcSIPxLNktiN,1,1,rs_rppos_pos4,rs,rppos,pos4,4,0.272844844908521,1,1,0
R_R82DcSIPxLNktiN,1,1,rs_rpneg_neg4,rs,rpneg,neg4,-4,-0.34552700174729,0,0,0
R_R82DcSIPxLNktiN,1,1,rs_rpneg_neg3,rs,rpneg,neg3,-3,,,0,1
R_R82DcSIPxLNktiN,1,1,rs_rpneg_neg2,rs,rpneg,neg2,-2,,,0,1
R_R82DcSIPxLNktiN,1,1,rs_rpneg_neg1,rs,rpneg,neg1,-1,,,0,1
R_R82DcSIPxLNktiN,1,1,rs_rpneg_zero,rs,rpneg,zero,0,0.17753424895338701,1,0,0
R_R82DcSIPxLNktiN,1,1,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_R82DcSIPxLNktiN,1,1,rs_rpneg_pos2,rs,rpneg,pos2,2,0.809452526546959,1,0,0
R_R82DcSIPxLNktiN,1,1,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_R82DcSIPxLNktiN,1,1,rs_rpneg_pos4,rs,rpneg,pos4,4,-0.136520182326135,0,0,0
R_2yfmcy7B5011Vtp,1,1,rs_all_neg4,rs,all,neg4,-4,,,,1
R_2yfmcy7B5011Vtp,1,1,rs_all_neg3,rs,all,neg3,-3,0.311356019361288,1,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_neg2,rs,all,neg2,-2,-0.596228045767462,0,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_neg1,rs,all,neg1,-1,-0.279759567703725,0,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_zero,rs,all,zero,0,-0.279759567703725,0,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_pos1,rs,all,pos1,1,0.311356019361288,1,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_pos2,rs,all,pos2,2,-0.363402305828648,0,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_pos3,rs,all,pos3,3,0.136164244902607,1,,0
R_2yfmcy7B5011Vtp,1,1,rs_all_pos4,rs,all,pos4,4,,,,1
R_2yfmcy7B5011Vtp,1,1,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_2yfmcy7B5011Vtp,1,1,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_2yfmcy7B5011Vtp,1,1,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_2yfmcy7B5011Vtp,1,1,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_2yfmcy7B5011Vtp,1,1,rs_rppos_zero,rs,rppos,zero,0,-0.279759567703725,0,1,0
R_2yfmcy7B5011Vtp,1,1,rs_rppos_pos1,rs,rppos,pos1,1,0.311356019361288,1,1,0
R_2yfmcy7B5011Vtp,1,1,rs_rppos_pos2,rs,rppos,pos2,2,-0.363402305828648,0,1,0
R_2yfmcy7B5011Vtp,1,1,rs_rppos_pos3,rs,rppos,pos3,3,0.410811353903882,1,1,0
R_2yfmcy7B5011Vtp,1,1,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_neg3,rs,rpneg,neg3,-3,0.311356019361288,1,0,0
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_neg2,rs,rpneg,neg2,-2,-0.596228045767462,0,0,0
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_neg1,rs,rpneg,neg1,-1,-0.279759567703725,0,0,0
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_pos1,rs,rpneg,pos1,1,,,0,1
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_pos2,rs,rpneg,pos2,2,,,0,1
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_pos3,rs,rpneg,pos3,3,-0.138482864098669,0,0,0
R_2yfmcy7B5011Vtp,1,1,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_1erE9IpgPNBs6kd,1,1,rs_all_neg4,rs,all,neg4,-4,,,,1
R_1erE9IpgPNBs6kd,1,1,rs_all_neg3,rs,all,neg3,-3,-0.696201008560407,0,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_neg2,rs,all,neg2,-2,0.444550790529691,1,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_neg1,rs,all,neg1,-1,-0.199250906878739,0,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_zero,rs,all,zero,0,0.739011676899699,1,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_pos1,rs,all,pos1,1,-0.981199534603811,0,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_pos2,rs,all,pos2,2,-0.318851964000414,0,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_pos3,rs,all,pos3,3,0.71138229083637,1,,0
R_1erE9IpgPNBs6kd,1,1,rs_all_pos4,rs,all,pos4,4,,,,1
R_1erE9IpgPNBs6kd,1,1,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_1erE9IpgPNBs6kd,1,1,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_1erE9IpgPNBs6kd,1,1,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_1erE9IpgPNBs6kd,1,1,rs_rppos_neg1,rs,rppos,neg1,-1,1.64056136174645,1,1,0
R_1erE9IpgPNBs6kd,1,1,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_1erE9IpgPNBs6kd,1,1,rs_rppos_pos1,rs,rppos,pos1,1,-0.419907147927123,0,1,0
R_1erE9IpgPNBs6kd,1,1,rs_rppos_pos2,rs,rppos,pos2,2,0.739011676899699,1,1,0
R_1erE9IpgPNBs6kd,1,1,rs_rppos_pos3,rs,rppos,pos3,3,1.40135924750309,1,1,0
R_1erE9IpgPNBs6kd,1,1,rs_rppos_pos4,rs,rppos,pos4,4,,,1,1
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_neg4,rs,rpneg,neg4,-4,,,0,1
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_neg3,rs,rpneg,neg3,-3,-0.696201008560407,0,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_neg2,rs,rpneg,neg2,-2,0.444550790529691,1,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_neg1,rs,rpneg,neg1,-1,-0.812521663087134,0,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_zero,rs,rpneg,zero,0,0.739011676899699,1,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_pos1,rs,rpneg,pos1,1,-1.5424919212805,0,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_pos2,rs,rpneg,pos2,2,-1.37671560490053,0,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_pos3,rs,rpneg,pos3,3,0.0214053341696457,1,0,0
R_1erE9IpgPNBs6kd,1,1,rs_rpneg_pos4,rs,rpneg,pos4,4,,,0,1
R_2tmcEPkW4ui95fC,1,1,rs_all_neg4,rs,all,neg4,-4,0.671742349855009,1,,0
R_2tmcEPkW4ui95fC,1,1,rs_all_neg3,rs,all,neg3,-3,-0.260310289471069,0,,0
R_2tmcEPkW4ui95fC,1,1,rs_all_neg2,rs,all,neg2,-2,0.0665554570001942,1,,0
R_2tmcEPkW4ui95fC,1,1,rs_all_neg1,rs,all,neg1,-1,-0.00572124038418072,0,,0
R_2tmcEPkW4ui95fC,1,1,rs_all_zero,rs,all,zero,0,,,,1
R_2tmcEPkW4ui95fC,1,1,rs_all_pos1,rs,all,pos1,1,-0.199899640735026,0,,0
R_2tmcEPkW4ui95fC,1,1,rs_all_pos2,rs,all,pos2,2,,,,1
R_2tmcEPkW4ui95fC,1,1,rs_all_pos3,rs,all,pos3,3,0.574653149679587,1,,0
R_2tmcEPkW4ui95fC,1,1,rs_all_pos4,rs,all,pos4,4,-0.273256743613785,0,,0
R_2tmcEPkW4ui95fC,1,1,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_2tmcEPkW4ui95fC,1,1,rs_rppos_neg3,rs,rppos,neg3,-3,,,1,1
R_2tmcEPkW4ui95fC,1,1,rs_rppos_neg2,rs,rppos,neg2,-2,0.574653149679587,1,1,0
R_2tmcEPkW4ui95fC,1,1,rs_rppos_neg1,rs,rppos,neg1,-1,,,1,1
R_2tmcEPkW4ui95fC,1,1,rs_rppos_zero,rs,rppos,zero,0,,,1,1
R_2tmcEPkW4ui95fC,1,1,rs_rppos_pos1,rs,rppos,pos1,1,0.0665554570001942,1,1,0
R_2tmcEPkW4ui95fC,1,1,rs_rppos_pos2,rs,rppos,pos2,2,,,1,1
R_2tmcEPkW4ui95fC,1,1,rs_rppos_pos3,rs,rppos,pos3,3,0.574653149679587,1,1,0
R_2tmcEPkW4ui95fC,1,1,rs_rppos_pos4,rs,rppos,pos4,4,0.622117344272914,1,1,0
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_neg4,rs,rpneg,neg4,-4,0.671742349855009,1,0,0
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_neg3,rs,rpneg,neg3,-3,-0.260310289471069,0,0,0
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_neg2,rs,rpneg,neg2,-2,-0.441542235679198,0,0,0
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_neg1,rs,rpneg,neg1,-1,-0.00572124038418072,0,0,0
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_zero,rs,rpneg,zero,0,,,0,1
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_pos1,rs,rpneg,pos1,1,-0.732809836205466,0,0,0
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_pos2,rs,rpneg,pos2,2,,,0,1
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_pos3,rs,rpneg,pos3,3,,,0,1
R_2tmcEPkW4ui95fC,1,1,rs_rpneg_pos4,rs,rpneg,pos4,4,-1.16863083150048,0,0,0
R_1CliMKmM4fe2XOC,1,1,rs_all_neg4,rs,all,neg4,-4,,,,1
R_1CliMKmM4fe2XOC,1,1,rs_all_neg3,rs,all,neg3,-3,-0.492841194852247,0,,0
R_1CliMKmM4fe2XOC,1,1,rs_all_neg2,rs,all,neg2,-2,,,,1
R_1CliMKmM4fe2XOC,1,1,rs_all_neg1,rs,all,neg1,-1,-0.120624630731838,0,,0
R_1CliMKmM4fe2XOC,1,1,rs_all_zero,rs,all,zero,0,,,,1
R_1CliMKmM4fe2XOC,1,1,rs_all_pos1,rs,all,pos1,1,0.358968100749722,1,,0
R_1CliMKmM4fe2XOC,1,1,rs_all_pos2,rs,all,pos2,2,,,,1
R_1CliMKmM4fe2XOC,1,1,rs_all_pos3,rs,all,pos3,3,0.401315816097548,1,,0
R_1CliMKmM4fe2XOC,1,1,rs_all_pos4,rs,all,pos4,4,,,,1
R_1CliMKmM4fe2XOC,1,1,rs_rppos_neg4,rs,rppos,neg4,-4,,,1,1
R_1CliMKmM4fe2XOC,1,1,rs_rppos_neg3,rs,rppos,neg3,-3,-0.332219520216647,0,1,0
R_1CliMKmM4fe2XOC,1,1,rs_rppos_neg2,rs,rppos,neg2,-2,,,1,1
R_1CliMKmM4fe2XOC,1,1,rs_rppos_neg1,rs,rppos,neg1,-1,0.153672136489423,1,1,0
R_1CliMKmM4fe2XOC,1,1,rs_rppos_zero,rs,rppos,zero,0,,,1,1
